Apple,105.99,621610.0
Google,508.08,345470.0
Facebook,75.18,209590.0
Twitter,37.31,23670.0
Cisco Systems,27.68,141540.0
Microsoft,46.24,381150.0
Oracle,43.51,191070.0
Yahoo!,46.47,44020.0
Adobe Systems,71.73,35770.0
Alibaba Group Holding,96.89,240840.0
Amazon.com,290.74,134610.0
AMD,2.39,1850.0
Baidu,220.2,77230.0
BlackBerry,10.24,5390.0
Activision Blizzard,20.25,14560.0
Electronic Arts,48.08,14950.0
eBay,53.66,66670.0
GoPro,47.51,6070.0
Hewlett-Packard,38.34,70320.0
International Business Machines,157.14,155520.0
Intel,36.45,176240.0
King Digital Enter.,12.75,4020.0
Netflix,337.34,20320.0
Nokia,7.56,28500.0
QUALCOMM,71.29,118530.0
Weibo,12.74,2580.0
Zynga,2.61,2360.0
Nuance Communications,13.52,4360.0
Tesla Motors,193.07,24210.0
Koninklijke Philips,28.22,26290.0
Samsung Electronics,1261.84706083,204010.871015
LG Electronics,55.6426728717,9583.41572434
Daum Kakao,141.819837303,8314.21095471
Naver,726.573744936,23976.9335829
HTC,4.98816101026,3950.74980268
Hon Hai Precision Industry,2.67403314917,39463.2991318
Hitachi,7.54854051132,36576.9700246
NEXON,9.35120226727,4026.5077441
Panasonic,11.6235359709,28805.4198115
Rakuten,13.6846862448,18330.7216983
Sony,20.8015678258,23399.1240111
Lenovo Group,1.33366008435,14901.1363197
Tencent Holdings,16.0065006256,148327.765668
